GPP_Day,PARin_Day,fAPAR_Day,LE_Day,GPP_MDay,PARin_MDay,fAPAR_MDay,LE_MDay,LAI,LAIgreen,VF,TM_NDVI,TM_EVI2,TM_WDRVI_05,TM_WDRVI_1,TM_Green_NDVI,TM_VARI,TM_CIgreen,MODIS_CIgreen,MERIS_CIre,R_TM_blue,R_TM_green,R_TM_red,R_TM_IR,R_MODIS_green,R_Meris_RE,R_400,R_410,R_420,R_430,R_440,R_450,R_460,R_470,R_480,R_490,R_500,R_510,R_520,R_530,R_540,R_550,R_560,R_570,R_580,R_590,R_600,R_610,R_620,R_630,R_640,R_650,R_660,R_670,R_680,R_690,R_700,R_710,R_720,R_730,R_740,R_750,R_760,R_770,R_780,R_790,R_800,R_810,R_820,R_830,R_840,R_850,R_860,R_870,R_880,R_890,R_900
1.537,1036.55,0.721,-271.313,2.444,1739.917,0.693,-471.85,3.867,3.851,73.054,0.872,0.635,-0.154,0.189,0.812,0.208,8.622,7.118,5.517,2.316,4.148,2.719,39.911,4.916,6.124,1.422,1.66,1.744,1.899,1.928,1.988,2.051,2.097,2.097,2.13,2.253,2.592,3.322,4.277,4.805,5.041,4.903,4.294,3.762,3.513,3.414,3.233,2.989,2.952,2.875,2.708,2.56,2.424,2.522,2.997,4.615,7.633,12.961,20.42,29.255,35.667,37.369,40.296,40.536,40.765,40.832,40.598,40.923,40.642,40.553,40.745,40.215,39.709,39.497,39.258,36.721
1.339,789.419,0.844,-202.019,2.219,1330.117,0.833,-333.117,4.864,4.836,83.317,0.9,0.717,-0.024,0.312,0.843,0.237,10.755,8.792,6.853,2.089,3.905,2.406,45.9,4.687,5.845,1.216,1.438,1.537,1.679,1.716,1.785,1.845,1.886,1.87,1.902,2.019,2.336,3.07,4.036,4.564,4.815,4.683,4.052,3.506,3.261,3.157,2.954,2.716,2.667,2.578,2.402,2.233,2.095,2.18,2.691,4.323,7.367,12.999,21.365,31.634,39.969,42.234,46.039,46.584,46.885,46.953,47.266,46.959,46.76,46.579,46.363,46.531,45.959,45.638,44.855,42.889
1.729,888.606,0.892,-250.456,2.598,1430.7,0.883,-415.45,4.769,4.752,83.697,0.901,0.693,-0.022,0.313,0.85,0.216,11.335,9.439,7.297,1.967,3.535,2.279,43.602,4.177,5.255,1.105,1.316,1.404,1.576,1.601,1.668,1.73,1.787,1.775,1.794,1.915,2.218,2.848,3.641,4.081,4.284,4.165,3.677,3.21,2.985,2.921,2.757,2.549,2.511,2.444,2.279,2.136,1.998,2.073,2.515,3.937,6.573,11.453,18.647,28.704,37.09,40.368,43.901,44.419,44.339,45.451,45.239,44.939,44.404,44.241,44.386,44.565,42.845,42.831,42.816,39.281
1.756,947.26,0.907,-267.82,2.629,1451.783,0.902,-445.4,4.753,4.729,81.044,0.884,0.729,-0.104,0.237,0.839,0.174,10.414,8.806,6.265,2.319,4.235,2.98,48.34,4.93,6.654,1.168,1.436,1.538,1.742,1.803,1.906,1.996,2.088,2.094,2.14,2.289,2.655,3.383,4.292,4.801,5.05,4.938,4.424,3.912,3.688,3.628,3.448,3.256,3.232,3.17,2.977,2.817,2.634,2.713,3.319,5.128,8.179,13.662,21.462,32.02,40.962,44.051,48.01,48.738,49.337,49.257,49.655,49.29,49.203,49.406,49.249,49.096,48.424,48.05,48.158,45.174
1.511,894.847,0.932,-294.1,2.55,1588.267,0.935,-526.983,4.754,4.707,76.07,0.88,0.657,-0.123,0.219,0.833,0.174,9.979,8.487,6.156,2.149,3.785,2.662,41.553,4.38,5.807,1.181,1.429,1.508,1.645,1.718,1.799,1.882,1.949,1.945,1.989,2.123,2.437,3.067,3.866,4.273,4.49,4.377,3.941,3.503,3.303,3.243,3.103,2.9,2.874,2.821,2.659,2.502,2.376,2.44,2.96,4.477,7.137,11.838,18.765,27.496,34.704,37.684,40.829,41.287,41.731,41.903,42.709,42.152,42.791,42.434,42.345,42.422,42.197,41.565,42.168,39.076
1.556,919.336,0.936,-330.164,2.54,1502.317,0.937,-556.3,4.754,4.684,85.959,0.865,0.634,-0.184,0.159,0.818,0.16,8.986,7.692,5.592,2.322,4.036,2.923,40.305,4.637,6.115,1.269,1.514,1.623,1.794,1.853,1.954,2.03,2.102,2.114,2.161,2.304,2.631,3.279,4.081,4.517,4.744,4.65,4.2,3.768,3.567,3.52,3.367,3.171,3.145,3.083,2.914,2.763,2.611,2.706,3.239,4.791,7.438,12.169,18.868,27.394,34.359,37.183,39.737,40.405,40.738,41.064,41.457,41.04,41.125,41.317,41.241,40.92,40.787,40.157,40.075,37.333
1.069,524.267,0.931,-133.64,1.474,702.683,0.932,-183.567,4.728,4.637,86.797,0.87,0.686,-0.163,0.18,0.831,0.14,9.863,8.46,5.854,2.372,4.135,3.119,44.917,4.748,6.554,1.347,1.795,1.7,1.87,1.921,1.98,2.073,2.232,2.134,2.178,2.339,2.679,3.36,4.175,4.632,4.842,4.771,4.292,3.844,3.67,3.629,3.493,3.309,3.287,3.25,3.101,2.985,2.813,2.912,3.485,5.19,7.917,13.471,20.238,30.017,38.009,38.605,44.199,45.189,45.141,46.189,46.229,46.214,46.18,46.055,46.321,46.415,45.515,45.205,46.444,39.862
1.072,499.267,0.931,-164.013,1.9,915.2,0.932,-267.483,4.676,4.563,84.95,0.86,0.679,-0.202,0.141,0.822,0.131,9.206,7.962,5.607,2.584,4.41,3.389,45.012,5.023,6.812,1.425,1.748,1.81,2.003,2.06,2.168,2.263,2.371,2.35,2.41,2.564,2.923,3.624,4.446,4.907,5.12,5.041,4.58,4.14,3.938,3.898,3.768,3.568,3.574,3.511,3.382,3.235,3.079,3.184,3.761,5.448,8.176,13.249,20.535,30.024,37.667,40.333,43.988,44.773,45.019,46.152,45.982,46.198,46.444,45.894,46.051,46.213,45.745,44.991,45.418,41.971
1.363,898.527,0.936,-237.713,2.366,1550.883,0.937,-464.117,4.673,4.52,85.643,0.863,0.611,-0.191,0.152,0.82,0.146,9.122,7.856,5.535,2.136,3.781,2.818,38.272,4.321,5.856,1.182,1.402,1.487,1.654,1.7,1.783,1.855,1.929,1.943,1.987,2.12,2.432,3.041,3.767,4.205,4.41,4.349,3.95,3.57,3.39,3.348,3.218,3.042,3.019,2.972,2.802,2.674,2.515,2.607,3.139,4.605,7.108,11.393,17.623,25.584,32.135,34.743,37.195,37.606,38.179,38.679,38.858,38.92,39.319,39.303,39.167,39.808,38.755,38.711,38.313,36.519
0.919,531.6,0.935,-123.353,1.399,813.55,0.932,-204.283,4.668,4.432,86.862,0.849,0.618,-0.24,0.102,0.805,0.139,8.266,7.144,5.029,2.402,4.287,3.24,39.728,4.878,6.589,1.312,1.58,1.638,1.819,1.885,1.974,2.069,2.181,2.15,2.218,2.403,2.765,3.453,4.269,4.753,4.965,4.916,4.491,4.04,3.875,3.823,3.673,3.466,3.455,3.385,3.231,3.08,2.912,3.012,3.607,5.258,7.92,12.759,19.067,27.318,34.195,35.423,39.201,39.735,40.187,40.557,40.829,40.747,40.646,40.924,40.801,40.405,40.477,40.1,40.004,35.884
0.875,892.74,0.936,-178.853,1.542,1525.867,0.932,-328.267,4.475,3.938,78.132,0.833,0.552,-0.29,0.048,0.782,0.147,7.179,6.233,4.272,2.292,4.219,3.137,34.511,4.771,6.546,1.239,1.518,1.546,1.729,1.784,1.864,1.966,2.075,2.072,2.123,2.279,2.648,3.309,4.097,4.591,4.876,4.847,4.474,4.064,3.888,3.829,3.687,3.463,3.436,3.363,3.146,2.974,2.768,2.832,3.442,5.187,7.904,12.3,17.868,24.604,29.698,32.043,33.484,33.983,34.487,34.784,34.963,34.725,35.21,35.308,35.3,34.896,34.96,34.767,35.296,33.46
0.606,417.677,0.898,-89.485,0.806,562.6,0.893,-126.967,4.068,2.988,71.036,0.774,0.534,-0.436,-0.121,0.737,0.087,5.59,4.965,2.959,2.895,5.467,4.592,36.032,6.041,9.102,1.489,1.869,1.88,2.079,2.17,2.293,2.427,2.6,2.584,2.68,2.914,3.397,4.263,5.219,5.802,6.139,6.18,5.789,5.389,5.203,5.223,5.094,4.873,4.884,4.84,4.611,4.381,4.116,4.22,5.092,7.47,10.734,15.762,21.163,27.523,31.827,31.821,35.072,35.409,35.644,35.97,36.327,36.066,36.604,37.501,37.584,37.564,37.125,36.785,38.081,32.924
0.416,866.123,0.865,-96.585,0.476,1342.617,0.862,-138.633,3.35,1.335,34.194,0.59,0.341,-0.675,-0.441,0.64,-0.08,3.55,3.473,1.386,3.192,5.753,6.748,26.177,5.852,10.97,1.49,1.76,1.941,2.239,2.346,2.506,2.686,2.868,2.974,3.115,3.331,3.728,4.332,4.992,5.501,5.907,6.15,6.16,6.142,6.214,6.383,6.462,6.467,6.633,6.734,6.662,6.591,6.434,6.622,7.557,9.694,12.247,15.307,18.25,20.964,22.7,22.845,24.12,24.776,24.999,25.981,26.011,26.371,26.641,27.024,27.271,27.449,27.342,27.319,27.858,26.648
0.595,967.465,0.376,-131.147,0.925,1741.033,0.335,-227.85,1.75,1.746,32.696,0.545,0.319,-0.71,-0.493,0.555,-0.015,2.497,2.321,1.403,5.131,7.47,7.697,26.122,7.866,10.869,3.528,3.819,3.971,4.238,4.348,4.5,4.643,4.791,4.911,5.037,5.24,5.633,6.294,7.127,7.645,7.944,8.008,7.746,7.512,7.453,7.502,7.469,7.423,7.505,7.554,7.555,7.579,7.578,7.787,8.324,9.728,12.01,15.36,19.03,22.42,24.405,24.942,25.64,25.754,26.057,26.096,26.305,26.389,26.555,26.505,26.547,26.708,26.531,26.384,26.009,25.404
0.9,952.441,0.498,-166.988,1.382,1683.983,0.46,-290.833,2.48,2.472,46.671,0.712,0.433,-0.542,-0.255,0.69,0.043,4.449,3.97,2.608,3.425,5.4,4.955,29.426,5.921,8.157,2.152,2.402,2.539,2.747,2.833,2.962,3.061,3.15,3.199,3.299,3.475,3.79,4.464,5.276,5.767,6.021,5.975,5.612,5.24,5.114,5.131,5.034,4.922,4.954,4.96,4.833,4.81,4.775,4.914,5.442,6.885,9.429,13.492,18.495,23.692,27.052,27.837,29.209,29.34,29.485,29.609,29.718,29.821,29.903,29.378,30.016,30.151,29.723,29.364,29.667,28.175
1.196,965.618,0.573,-198.876,1.947,1726.917,0.593,-361.217,3.736,3.7,61.294,0.818,0.516,-0.334,-0.001,0.778,0.109,7.019,6.077,4.289,2.363,4.0,3.213,32.079,4.533,6.065,1.331,1.567,1.68,1.842,1.91,1.996,2.078,2.141,2.168,2.226,2.364,2.673,3.259,4.003,4.421,4.619,4.559,4.147,3.788,3.631,3.575,3.48,3.319,3.327,3.28,3.163,3.079,2.99,3.107,3.545,4.876,7.254,11.299,16.949,23.66,28.433,29.946,31.993,32.19,32.44,32.571,32.503,32.71,32.6,32.62,32.789,32.467,32.235,31.992,32.107,30.022
1.253,789.438,0.671,-160.713,1.893,1319.8,0.72,-284.717,4.055,3.972,71.679,0.88,0.647,-0.121,0.221,0.833,0.177,9.977,8.35,6.096,2.019,3.694,2.586,40.553,4.337,5.715,1.12,1.396,1.436,1.571,1.609,1.684,1.753,1.831,1.798,1.844,1.982,2.296,2.965,3.793,4.233,4.433,4.345,3.824,3.374,3.176,3.105,2.964,2.781,2.757,2.682,2.54,2.43,2.343,2.439,2.909,4.376,7.054,11.993,19.107,28.249,35.343,36.114,40.354,40.941,41.143,41.376,41.669,41.194,41.171,41.277,41.16,41.434,41.006,40.942,40.89,37.625
1.234,859.5,0.724,-206.331,1.707,1358.567,0.69,-344.083,4.373,4.243,67.92,0.819,0.521,-0.332,0.002,0.789,0.084,7.481,6.632,4.578,2.3,3.831,3.238,32.494,4.258,5.826,1.198,1.461,1.564,1.747,1.809,1.912,2.006,2.098,2.113,2.173,2.322,2.618,3.154,3.782,4.143,4.328,4.302,3.988,3.684,3.561,3.539,3.458,3.328,3.335,3.289,3.189,3.115,3.025,3.137,3.573,4.813,6.839,10.488,15.535,22.5,27.962,29.292,32.252,32.649,32.551,33.534,33.457,33.183,33.205,33.012,33.275,33.55,32.466,32.52,32.984,29.476
1.454,962.813,0.777,-224.593,2.036,1487.383,0.697,-372.783,4.497,4.32,70.319,0.836,0.533,-0.282,0.057,0.797,0.116,7.87,6.877,4.852,2.143,3.691,2.922,32.738,4.156,5.594,1.058,1.31,1.443,1.617,1.681,1.781,1.86,1.928,1.955,2.011,2.148,2.455,3.009,3.673,4.043,4.238,4.187,3.847,3.51,3.374,3.336,3.214,3.092,3.08,3.018,2.872,2.788,2.687,2.77,3.238,4.534,6.654,10.335,15.58,22.315,27.834,29.965,32.016,32.491,32.999,32.981,33.422,33.231,33.271,33.471,33.299,33.385,32.988,32.793,33.078,31.68
1.371,884.653,0.783,-261.0,2.287,1588.867,0.808,-453.567,4.582,4.25,69.722,0.853,0.578,-0.228,0.114,0.794,0.181,7.718,6.581,4.746,2.192,4.112,2.849,35.848,4.729,6.238,0.952,1.275,1.402,1.526,1.647,1.767,1.861,1.936,1.937,2.007,2.182,2.56,3.287,4.165,4.59,4.838,4.76,4.298,3.854,3.646,3.574,3.425,3.204,3.162,3.058,2.849,2.658,2.496,2.552,3.17,4.887,7.589,11.897,18.048,25.198,30.693,31.52,35.096,35.342,35.806,36.003,36.716,36.144,37.184,36.571,36.543,36.664,36.63,36.255,37.205,34.042
1.296,913.736,0.711,-276.0,2.135,1507.0,0.795,-450.567,4.668,4.18,67.417,0.768,0.499,-0.448,-0.135,0.731,0.084,5.443,4.825,3.2,2.92,5.113,4.319,32.94,5.655,7.842,1.32,1.67,1.87,2.089,2.218,2.38,2.5,2.612,2.667,2.76,2.967,3.371,4.103,4.979,5.465,5.756,5.744,5.35,4.98,4.83,4.807,4.685,4.518,4.528,4.451,4.266,4.129,3.979,4.108,4.773,6.525,9.158,13.239,18.386,24.415,28.932,30.131,32.172,32.696,32.913,33.13,33.622,33.227,33.612,33.599,33.823,33.684,33.647,33.255,33.493,31.096
0.938,499.02,0.812,-123.347,1.292,688.95,0.86,-175.183,4.7,4.131,78.189,0.839,0.584,-0.273,0.066,0.778,0.175,7.019,5.921,4.173,2.333,4.623,3.247,37.076,5.357,7.168,1.11,1.39,1.492,1.679,1.755,1.844,1.951,2.041,2.038,2.114,2.316,2.754,3.607,4.627,5.188,5.477,5.405,4.861,4.326,4.1,4.018,3.823,3.589,3.539,3.453,3.21,3.056,2.862,2.978,3.63,5.624,8.711,13.706,20.158,27.67,33.159,34.334,36.855,37.407,37.191,37.837,37.845,37.996,37.443,37.798,37.893,38.131,37.343,36.866,36.784,34.411
1.089,502.607,0.753,-160.567,2.001,926.2,0.86,-280.917,4.624,4.099,77.951,0.843,0.621,-0.259,0.081,0.794,0.148,7.732,6.602,4.631,2.491,4.616,3.427,40.305,5.302,7.157,1.24,1.589,1.635,1.831,1.887,2.003,2.109,2.23,2.218,2.295,2.481,2.894,3.701,4.636,5.16,5.407,5.338,4.828,4.325,4.101,4.049,3.897,3.663,3.655,3.559,3.403,3.256,3.106,3.215,3.798,5.66,8.655,13.825,20.637,28.891,35.023,36.472,39.519,40.187,40.302,41.293,41.056,41.128,41.476,41.057,41.2,41.305,40.909,40.391,40.986,37.295
1.442,891.993,0.743,-206.793,2.177,1545.767,0.847,-390.25,4.515,4.05,77.839,0.826,0.534,-0.313,0.023,0.778,0.133,7.019,6.052,4.206,2.273,4.152,3.179,33.299,4.722,6.396,1.115,1.37,1.483,1.642,1.724,1.838,1.926,2.017,2.054,2.124,2.286,2.632,3.306,4.102,4.58,4.813,4.772,4.35,3.954,3.769,3.727,3.592,3.416,3.386,3.33,3.143,3.017,2.873,2.984,3.519,5.08,7.712,11.871,17.459,24.048,29.033,30.399,32.645,32.84,33.242,33.691,33.832,33.783,34.308,34.129,33.993,34.494,33.702,33.566,33.491,31.366
0.865,526.993,0.749,-114.473,1.362,809.033,0.853,-187.15,4.563,4.032,78.454,0.841,0.561,-0.268,0.072,0.785,0.162,7.324,6.227,4.377,2.194,4.2,3.029,34.959,4.837,6.502,1.095,1.4,1.425,1.599,1.654,1.746,1.84,1.967,1.933,2.0,2.188,2.566,3.314,4.188,4.698,4.929,4.885,4.419,3.938,3.74,3.688,3.524,3.291,3.267,3.186,3.012,2.862,2.697,2.798,3.379,5.126,7.878,12.736,18.4,25.558,31.03,31.371,34.661,35.05,35.328,35.619,35.85,35.706,35.718,35.894,35.749,35.532,35.626,35.2,35.515,31.564
1.023,884.293,0.77,-150.133,1.594,1514.583,0.855,-263.483,4.155,3.124,69.207,0.803,0.468,-0.372,-0.044,0.745,0.145,5.835,5.047,3.399,2.163,4.186,3.127,28.61,4.731,6.503,1.015,1.326,1.356,1.527,1.601,1.696,1.805,1.924,1.93,1.993,2.167,2.55,3.239,4.049,4.545,4.831,4.818,4.451,4.047,3.877,3.816,3.679,3.461,3.435,3.351,3.12,2.955,2.761,2.824,3.44,5.202,7.805,11.76,16.308,21.534,25.172,26.594,27.731,28.005,28.371,28.637,28.799,28.588,29.222,29.157,29.177,28.974,29.052,28.962,29.868,28.013
0.625,403.546,0.774,-76.562,0.826,539.167,0.825,-109.6,3.883,2.518,54.232,0.681,0.419,-0.583,-0.309,0.667,0.026,4.01,3.661,1.957,3.059,5.898,5.601,29.546,6.339,9.991,1.295,1.614,1.766,2.015,2.156,2.328,2.503,2.668,2.746,2.89,3.152,3.665,4.525,5.469,6.049,6.434,6.535,6.27,5.982,5.893,5.924,5.846,5.695,5.773,5.728,5.533,5.366,5.183,5.344,6.281,8.541,11.441,15.457,19.582,23.667,26.237,26.832,28.344,28.553,28.887,29.048,29.455,29.54,29.782,30.701,30.707,30.945,30.604,30.29,30.88,28.615
0.37,860.538,0.788,-75.769,0.54,1332.9,0.835,-111.617,3.395,1.563,24.021,0.459,0.283,-0.762,-0.575,0.566,-0.144,2.603,2.662,0.873,4.33,7.575,10.123,27.295,7.454,14.57,1.561,1.954,2.275,2.688,2.947,3.243,3.55,3.857,4.078,4.343,4.66,5.131,5.782,6.463,7.009,7.49,7.861,8.04,8.236,8.479,8.816,9.065,9.263,9.561,9.795,9.878,9.957,10.003,10.31,11.354,13.464,15.675,17.991,20.239,22.298,23.618,23.196,24.791,25.455,25.777,26.75,26.857,27.316,27.725,28.258,28.511,28.892,28.914,28.958,29.714,28.305
0.739,966.35,0.605,-234.725,1.142,1641.933,0.572,-387.317,1.551,1.551,41.515,0.613,0.365,-0.655,-0.411,0.612,0.002,3.154,2.875,1.702,4.279,6.634,6.607,27.558,7.112,10.201,2.849,3.082,3.195,3.515,3.519,3.693,3.821,3.949,4.072,4.166,4.357,4.729,5.441,6.325,6.928,7.2,7.209,6.929,6.61,6.509,6.551,6.497,6.417,6.475,6.533,6.479,6.45,6.445,6.65,7.218,8.863,11.538,15.471,20.372,24.746,27.329,25.632,28.653,28.71,28.585,28.743,28.689,28.23,28.114,27.972,27.926,27.72,27.414,26.812,26.289,23.883
1.067,825.976,0.778,-238.306,1.958,1584.3,0.751,-459.783,2.98,2.979,63.918,0.773,0.497,-0.439,-0.124,0.726,0.106,5.304,4.628,3.263,3.176,5.16,4.17,32.524,5.779,7.629,1.982,2.202,2.343,2.61,2.601,2.73,2.84,2.898,2.979,3.016,3.182,3.521,4.243,5.093,5.65,5.881,5.807,5.388,4.93,4.751,4.694,4.543,4.347,4.323,4.264,4.1,3.991,3.911,4.031,4.566,6.132,9.126,13.864,20.192,26.766,31.03,31.417,33.94,34.262,34.029,34.464,34.556,33.79,33.544,33.475,32.961,32.144,31.867,30.254,30.09,27.072
1.372,850.294,0.87,-197.876,2.383,1501.267,0.856,-368.3,4.066,4.055,79.885,0.858,0.591,-0.21,0.133,0.788,0.214,7.452,6.141,4.725,2.391,4.344,2.81,36.714,5.141,6.412,1.573,1.74,1.841,2.054,2.006,2.062,2.118,2.17,2.162,2.198,2.316,2.664,3.435,4.403,5.02,5.276,5.129,4.55,3.98,3.694,3.607,3.376,3.109,3.037,2.957,2.78,2.628,2.509,2.62,3.14,4.824,8.001,13.294,21.14,29.758,35.752,35.293,39.731,39.842,39.212,39.968,39.74,38.549,37.855,37.726,36.804,36.037,34.968,33.999,33.007,27.971
1.658,932.294,0.926,-262.75,2.753,1533.033,0.927,-437.3,5.274,5.23,87.223,0.898,0.622,-0.034,0.302,0.841,0.234,10.593,8.628,6.713,1.736,3.221,2.0,37.337,3.878,4.841,1.115,1.268,1.324,1.525,1.462,1.503,1.554,1.586,1.548,1.558,1.663,1.936,2.542,3.346,3.798,3.984,3.851,3.351,2.878,2.661,2.575,2.397,2.212,2.159,2.114,1.978,1.85,1.747,1.847,2.307,3.617,6.065,10.722,17.936,27.328,34.723,34.59,39.912,40.131,39.818,40.147,40.152,39.278,38.777,38.602,38.59,36.823,35.838,34.497,33.409,29.483
1.555,959.538,0.883,-242.038,2.502,1648.883,0.874,-482.683,4.824,4.779,79.835,0.874,0.638,-0.147,0.196,0.826,0.172,9.511,8.107,5.807,2.242,3.815,2.698,40.102,4.403,5.891,1.275,1.495,1.595,1.805,1.824,1.894,1.978,2.021,2.035,2.078,2.221,2.54,3.172,3.9,4.321,4.491,4.398,3.962,3.535,3.313,3.245,3.087,2.901,2.875,2.809,2.651,2.537,2.418,2.509,3.085,4.603,7.179,11.697,19.046,28.3,35.492,37.085,41.79,42.188,42.57,42.667,42.578,42.332,41.726,41.657,40.843,40.154,39.11,37.667,36.643,32.522
1.7,986.487,0.917,-339.067,2.625,1598.617,0.913,-572.95,4.821,4.767,79.865,0.853,0.567,-0.228,0.114,0.819,0.112,9.035,7.909,5.436,2.056,3.475,2.773,34.871,3.914,5.418,1.16,1.388,1.437,1.637,1.647,1.722,1.798,1.886,1.883,1.931,2.057,2.321,2.848,3.46,3.822,3.988,3.932,3.627,3.312,3.153,3.134,3.028,2.892,2.872,2.826,2.728,2.641,2.56,2.655,3.128,4.348,6.489,10.327,16.321,24.103,30.511,31.689,35.574,36.0,36.297,36.619,36.845,36.357,36.29,36.227,35.685,35.105,34.456,33.52,32.937,29.458
0.928,460.687,0.939,-126.953,1.288,624.667,0.935,-178.15,4.888,4.827,78.186,0.844,0.562,-0.257,0.084,0.81,0.108,8.522,7.455,5.15,2.158,3.662,2.948,34.871,4.124,5.67,1.255,1.443,1.516,1.735,1.731,1.797,1.887,1.959,1.975,2.026,2.162,2.453,3.002,3.639,4.014,4.198,4.161,3.829,3.495,3.323,3.301,3.198,3.048,3.034,3.006,2.908,2.817,2.727,2.833,3.312,4.583,6.757,10.695,16.64,24.721,31.422,31.558,36.183,36.721,36.721,37.016,37.066,36.305,35.539,36.247,35.736,35.351,34.736,33.872,32.319,27.692
1.419,1010.553,0.926,-278.927,2.167,1637.8,0.923,-502.017,4.694,4.581,68.592,0.834,0.483,-0.288,0.05,0.798,0.109,7.877,6.961,4.828,1.924,3.23,2.596,28.672,3.602,4.92,1.09,1.255,1.314,1.525,1.516,1.595,1.675,1.742,1.768,1.817,1.938,2.2,2.655,3.173,3.509,3.668,3.628,3.373,3.112,2.99,2.962,2.87,2.737,2.709,2.658,2.562,2.467,2.377,2.479,2.919,3.986,5.853,9.222,14.326,20.76,26.379,26.358,29.815,30.159,30.317,30.608,30.65,30.054,29.914,29.799,29.262,28.727,27.972,27.066,26.212,23.17
1.341,709.547,0.933,-183.94,2.216,1208.767,0.931,-303.617,4.469,4.299,74.392,0.827,0.464,-0.31,0.026,0.791,0.103,7.571,6.713,4.562,1.904,3.199,2.603,27.415,3.554,4.929,1.076,1.24,1.296,1.505,1.499,1.572,1.654,1.728,1.746,1.796,1.918,2.178,2.637,3.134,3.457,3.623,3.583,3.34,3.087,2.974,2.956,2.869,2.74,2.715,2.675,2.558,2.478,2.389,2.493,2.916,4.001,5.857,9.061,13.852,19.932,24.832,25.043,28.216,28.356,28.509,28.991,28.957,28.458,28.234,28.199,28.15,27.601,27.174,26.222,26.021,23.095
1.217,858.8,0.925,-205.7,1.989,1467.85,0.921,-364.383,4.496,4.009,71.23,0.789,0.421,-0.404,-0.081,0.755,0.086,6.15,5.493,3.395,2.019,3.533,2.973,25.264,3.891,5.748,1.154,1.315,1.374,1.573,1.577,1.66,1.739,1.817,1.85,1.916,2.053,2.319,2.802,3.376,3.743,3.966,3.964,3.708,3.486,3.383,3.372,3.283,3.161,3.138,3.098,2.95,2.825,2.699,2.784,3.314,4.688,6.809,10.04,14.525,19.718,23.743,22.886,25.97,26.166,26.28,26.599,26.796,26.198,26.217,26.33,25.716,25.582,24.879,24.199,23.82,21.317
0.752,749.357,0.882,-139.157,1.176,1239.267,0.873,-219.1,3.972,2.509,54.657,0.688,0.354,-0.574,-0.297,0.695,-0.013,4.554,4.288,2.007,2.376,4.175,4.282,23.19,4.385,7.711,1.297,1.464,1.551,1.777,1.804,1.922,2.036,2.146,2.229,2.298,2.456,2.723,3.199,3.772,4.188,4.439,4.528,4.449,4.331,4.309,4.359,4.346,4.286,4.36,4.381,4.257,4.143,3.968,4.079,4.784,6.527,8.895,11.905,15.464,19.272,21.757,20.195,23.56,23.843,23.952,24.651,24.749,24.0,23.945,24.283,24.112,23.751,23.223,22.598,21.916,19.066
0.357,778.957,0.865,-109.821,0.562,1277.2,0.851,-188.817,3.499,1.21,27.067,0.53,0.243,-0.72,-0.509,0.598,-0.1,2.972,2.969,1.073,2.835,4.67,5.704,18.549,4.673,8.947,1.435,1.666,1.767,1.994,2.082,2.263,2.403,2.592,2.699,2.819,3.014,3.256,3.634,4.099,4.436,4.693,4.892,4.976,4.998,5.072,5.23,5.313,5.36,5.492,5.592,5.612,5.573,5.51,5.69,6.456,8.046,9.849,11.612,13.757,15.743,16.909,15.442,18.011,18.141,18.3,18.595,18.956,18.727,19.137,19.282,19.426,19.343,19.47,19.035,19.185,17.182
0.098,359.877,0.84,-96.854,0.139,563.133,0.839,-126.233,3.026,0.234,4.467,0.326,0.13,-0.821,-0.671,0.46,-0.158,1.705,1.812,0.484,3.427,5.091,7.003,13.769,4.896,9.28,1.637,2.137,2.1,2.409,2.5,2.735,2.938,3.25,3.338,3.46,3.673,3.876,4.147,4.375,4.657,4.883,5.148,5.375,5.557,5.722,5.953,6.14,6.296,6.513,6.683,6.811,6.918,6.985,7.274,7.839,8.762,9.798,11.097,10.746,12.162,12.786,11.265,13.151,13.317,13.38,13.677,13.852,13.576,14.942,14.241,14.575,14.496,14.517,14.331,16.419,10.799
0.147,984.819,0.16,-72.644,0.169,1673.0,0.122,-115.417,0.208,0.207,7.485,0.182,0.113,-0.865,-0.747,0.303,-0.128,0.87,0.91,0.241,9.527,12.871,16.646,24.067,12.599,19.394,6.283,6.628,6.848,7.413,7.646,8.177,8.563,8.962,9.293,9.638,10.027,10.505,11.048,11.661,12.174,12.615,13.007,13.364,13.703,13.949,14.322,14.694,15.022,15.33,15.769,16.2,16.602,17.034,17.533,18.055,18.963,19.825,20.671,21.469,22.275,22.627,21.894,22.972,23.303,23.565,23.945,24.213,24.398,24.727,24.777,24.983,25.127,24.997,24.615,24.525,22.958
0.17,880.119,0.25,-86.444,0.248,1574.533,0.213,-144.583,0.44,0.44,20.854,0.309,0.193,-0.827,-0.681,0.398,-0.1,1.32,1.32,0.513,8.132,11.164,13.656,25.898,11.161,17.119,5.569,5.853,6.014,6.452,6.594,7.02,7.385,7.663,7.914,8.104,8.484,8.907,9.581,10.264,10.828,11.19,11.464,11.599,11.669,11.827,12.051,12.268,12.451,12.756,13.032,13.323,13.567,13.918,14.252,14.748,16.058,18.18,20.059,22.163,24.201,24.994,23.582,25.283,25.497,25.42,25.827,26.179,26.107,26.648,26.755,26.888,26.714,26.986,26.072,26.524,23.985
