GPP_Day,PARin_Day,fAPAR_Day,LE_Day,GPP_MDay,PARin_MDay,fAPAR_MDay,LE_MDay,LAI,LAIgreen,VF,TM_NDVI,TM_EVI2,TM_WDRVI_05,TM_WDRVI_1,TM_Green_NDVI,TM_VARI,TM_CIgreen,MODIS_CIgreen,MERIS_CIre,R_TM_blue,R_TM_green,R_TM_red,R_TM_IR,R_MODIS_green,R_Meris_RE,R_400,R_410,R_420,R_430,R_440,R_450,R_460,R_470,R_480,R_490,R_500,R_510,R_520,R_530,R_540,R_550,R_560,R_570,R_580,R_590,R_600,R_610,R_620,R_630,R_640,R_650,R_660,R_670,R_680,R_690,R_700,R_710,R_720,R_730,R_740,R_750,R_760,R_770,R_780,R_790,R_800,R_810,R_820,R_830,R_840,R_850,R_860,R_870,R_880,R_890,R_900
0.229,881.724,0.285,-103.241,0.324,1578.133,0.263,-174.683,0.476,0.469,25.001,0.35,0.244,-0.812,-0.656,0.428,-0.092,1.499,1.482,0.617,8.956,12.672,15.244,31.672,12.759,19.582,5.932,6.321,6.692,7.062,7.367,7.708,8.034,8.319,8.625,8.949,9.35,9.9,10.762,11.673,12.327,12.818,13.133,13.164,13.178,13.355,13.636,13.85,14.037,14.37,14.65,14.881,15.097,15.355,15.763,16.593,18.368,20.796,23.375,25.608,27.243,28.238,28.824,29.395,29.788,30.3,30.652,31.093,31.293,31.851,32.221,32.53,32.898,33.288,33.265,33.79,33.895
0.299,1013.969,0.344,-104.944,0.402,1721.067,0.285,-173.067,0.577,0.568,29.301,0.399,0.266,-0.792,-0.623,0.463,-0.079,1.724,1.686,0.744,7.695,11.045,12.94,30.087,11.202,17.248,5.006,5.38,5.68,6.017,6.305,6.625,6.895,7.123,7.379,7.662,8.017,8.531,9.324,10.201,10.834,11.271,11.502,11.494,11.452,11.563,11.762,11.931,12.07,12.297,12.509,12.625,12.775,12.95,13.311,14.114,15.955,18.541,21.375,23.815,25.853,27.024,27.612,28.248,28.63,28.914,29.231,29.591,29.854,30.238,30.541,31.048,31.134,31.362,31.488,31.804,31.615
0.333,1000.9,0.37,-116.747,0.492,1781.567,0.308,-198.333,0.759,0.748,36.699,0.494,0.313,-0.743,-0.544,0.536,-0.056,2.306,2.189,1.07,5.933,8.709,9.747,28.79,9.028,13.906,3.977,4.231,4.477,4.706,4.916,5.113,5.321,5.499,5.673,5.884,6.14,6.55,7.283,8.167,8.722,9.109,9.252,9.062,8.877,8.887,9.02,9.074,9.122,9.306,9.447,9.496,9.593,9.74,9.997,10.651,12.485,15.327,18.598,21.908,24.481,25.976,26.654,27.18,27.49,27.868,28.192,28.443,28.734,28.999,29.291,29.528,29.768,29.73,29.997,30.298,29.677
0.506,556.013,0.471,-87.213,0.685,876.917,0.468,-138.983,1.203,1.188,53.87,0.652,0.529,-0.616,-0.356,0.649,0.006,3.691,3.289,1.776,5.998,9.583,9.466,44.953,10.481,16.193,3.928,4.239,4.476,4.73,4.925,5.15,5.336,5.474,5.619,5.811,6.117,6.653,7.828,9.332,10.223,10.67,10.55,9.868,9.317,9.249,9.213,9.106,9.039,9.159,9.205,9.257,9.234,9.297,9.592,10.52,13.334,19.051,26.331,32.819,37.541,40.571,42.674,43.115,43.47,44.041,44.475,44.862,45.294,45.415,45.393,45.534,45.667,45.919,45.848,46.205,46.39
0.661,1000.644,0.498,-185.444,0.836,1717.417,0.432,-312.9,1.573,1.554,59.178,0.661,0.438,-0.606,-0.342,0.645,0.028,3.635,3.297,1.879,4.507,7.06,6.673,32.724,7.616,11.365,2.918,3.182,3.386,3.564,3.688,3.861,4.003,4.101,4.222,4.359,4.593,5.042,5.878,6.865,7.407,7.709,7.732,7.352,6.962,6.835,6.803,6.738,6.625,6.659,6.632,6.531,6.472,6.437,6.616,7.366,9.595,13.135,17.966,23.055,27.306,29.938,31.132,31.675,32.043,32.276,32.367,32.635,32.641,32.928,33.053,33.218,33.381,33.297,33.248,33.736,33.233
0.628,459.713,0.586,-110.373,0.904,763.633,0.615,-164.2,1.763,1.731,71.181,0.797,0.616,-0.387,-0.062,0.749,0.117,5.981,5.068,2.884,3.463,6.16,4.867,43.002,7.087,11.072,2.227,2.444,2.62,2.77,2.847,2.955,3.045,3.096,3.166,3.261,3.438,3.885,4.862,6.186,6.896,7.225,7.139,6.433,5.775,5.516,5.411,5.223,5.009,4.988,4.901,4.729,4.627,4.559,4.738,5.531,8.391,13.753,20.945,28.993,35.511,39.316,41.815,41.594,42.173,42.346,42.705,43.011,42.965,43.0,43.216,43.449,43.485,43.728,43.879,43.736,43.935
0.663,1067.5,0.624,-201.053,0.824,1704.8,0.537,-313.45,1.995,1.94,69.29,0.74,0.489,-0.499,-0.199,0.705,0.073,4.777,4.237,2.503,3.562,5.788,5.005,33.436,6.385,9.546,2.258,2.494,2.681,2.826,2.929,3.055,3.164,3.23,3.306,3.399,3.585,3.981,4.777,5.679,6.216,6.5,6.44,6.056,5.634,5.428,5.365,5.246,5.104,5.1,5.043,4.898,4.808,4.744,4.884,5.559,7.726,11.365,16.485,22.235,27.029,30.252,31.721,32.43,32.788,33.084,33.383,33.532,33.63,33.663,33.854,33.898,34.097,33.979,33.919,33.85,33.708
0.662,1062.127,0.637,-209.067,0.831,1736.917,0.532,-362.283,2.169,2.096,71.416,0.769,0.484,-0.446,-0.132,0.741,0.067,5.709,5.068,3.015,2.946,4.688,4.103,31.455,5.184,7.833,1.829,2.055,2.221,2.364,2.448,2.549,2.632,2.688,2.745,2.826,2.969,3.276,3.88,4.633,5.05,5.274,5.227,4.865,4.527,4.392,4.347,4.258,4.157,4.159,4.116,4.013,3.953,3.909,4.022,4.551,6.248,9.419,14.05,19.371,24.447,27.938,29.751,30.349,30.716,31.061,31.305,31.507,31.754,31.732,31.864,32.015,31.9,31.796,32.018,32.241,31.822
0.783,1056.227,0.664,-225.227,1.042,1722.333,0.562,-366.217,2.46,2.356,71.08,0.792,0.532,-0.399,-0.075,0.756,0.089,6.191,5.446,3.267,2.989,4.835,4.043,34.772,5.394,8.149,1.839,2.071,2.248,2.394,2.485,2.584,2.666,2.723,2.781,2.85,2.998,3.324,3.985,4.791,5.26,5.489,5.433,5.023,4.653,4.469,4.416,4.306,4.165,4.157,4.092,3.955,3.874,3.812,3.92,4.491,6.379,9.92,14.861,21.109,26.867,30.74,32.531,33.514,34.026,34.319,34.699,35.0,34.86,35.019,35.376,35.446,35.75,35.576,35.395,35.429,34.646
0.77,1027.007,0.653,-240.06,1.046,1677.233,0.632,-386.933,2.576,2.46,74.034,0.803,0.521,-0.373,-0.045,0.758,0.115,6.251,5.496,3.37,2.821,4.581,3.637,33.212,5.113,7.6,1.69,1.918,2.112,2.257,2.343,2.439,2.514,2.559,2.612,2.673,2.818,3.144,3.809,4.574,4.991,5.197,5.151,4.79,4.393,4.197,4.124,3.999,3.838,3.808,3.726,3.571,3.467,3.377,3.464,4.045,5.935,9.264,14.206,20.189,25.721,29.624,31.508,32.312,32.811,33.11,33.31,33.39,33.394,33.373,33.836,33.79,33.841,33.737,33.519,33.486,32.77
0.683,1034.427,0.747,-225.08,0.965,1711.733,0.667,-385.333,2.746,2.625,77.124,0.824,0.541,-0.318,0.017,0.773,0.141,6.795,5.898,3.686,2.645,4.357,3.282,33.965,4.924,7.248,1.563,1.785,1.962,2.102,2.18,2.279,2.352,2.387,2.429,2.493,2.629,2.953,3.634,4.405,4.809,5.009,4.955,4.549,4.13,3.906,3.818,3.679,3.53,3.499,3.399,3.232,3.119,3.011,3.082,3.635,5.536,8.961,13.86,19.806,25.638,29.723,31.875,32.81,33.3,33.438,33.752,33.968,33.971,34.149,34.483,34.698,34.68,34.791,34.506,34.945,34.102
0.768,837.413,0.661,-201.633,1.01,1408.2,0.71,-338.133,2.858,2.737,81.09,0.841,0.633,-0.266,0.074,0.779,0.18,7.051,6.074,3.901,3.198,5.169,3.591,41.612,5.882,8.491,1.894,2.192,2.449,2.617,2.703,2.816,2.883,2.902,2.941,2.997,3.152,3.551,4.347,5.279,5.765,5.998,5.884,5.368,4.859,4.58,4.437,4.222,3.987,3.898,3.755,3.527,3.363,3.25,3.343,4.003,6.368,10.614,16.851,24.578,31.921,37.132,39.776,40.627,41.228,41.447,41.803,41.883,42.043,42.052,42.267,42.179,42.191,41.903,41.944,41.567,41.277
0.897,697.987,0.649,-207.4,1.476,1235.45,0.798,-346.983,3.006,2.888,77.317,0.899,0.684,-0.031,0.306,0.847,0.217,11.084,9.119,5.429,1.944,3.544,2.278,42.825,4.232,6.662,1.23,1.394,1.514,1.611,1.634,1.674,1.718,1.731,1.747,1.78,1.885,2.17,2.846,3.712,4.162,4.334,4.201,3.685,3.182,2.936,2.838,2.672,2.494,2.441,2.357,2.212,2.114,2.046,2.144,2.633,4.587,8.736,15.321,24.028,32.541,38.132,40.43,42.014,42.555,42.652,42.998,42.911,42.987,43.106,43.492,43.646,43.866,43.536,43.391,43.096,41.7
0.886,696.38,0.694,-171.033,1.44,1227.25,0.772,-296.4,3.155,3.038,80.729,0.892,0.786,-0.065,0.274,0.844,0.196,10.798,8.895,5.265,2.579,4.551,3.059,53.69,5.426,8.569,1.772,1.97,2.108,2.211,2.221,2.263,2.313,2.325,2.338,2.382,2.509,2.844,3.661,4.766,5.332,5.554,5.391,4.715,4.071,3.787,3.68,3.482,3.274,3.229,3.129,2.978,2.86,2.788,2.921,3.508,5.912,11.226,19.794,30.981,41.275,48.055,51.334,52.865,53.241,53.61,54.033,54.368,54.329,54.41,54.508,54.472,54.345,54.225,54.122,53.361,52.128
0.83,818.3,0.696,-191.147,1.341,1486.117,0.78,-354.9,3.081,2.969,72.74,0.866,0.534,-0.18,0.163,0.817,0.166,8.949,7.608,4.453,1.779,3.165,2.264,31.492,3.658,5.775,1.034,1.186,1.31,1.41,1.452,1.518,1.566,1.59,1.618,1.658,1.762,1.999,2.52,3.186,3.557,3.74,3.678,3.323,2.962,2.784,2.736,2.636,2.501,2.461,2.378,2.224,2.119,2.027,2.085,2.556,4.211,7.339,11.998,17.993,23.818,27.792,29.832,30.501,31.014,31.265,31.491,31.835,31.76,31.861,32.005,31.957,31.996,32.008,31.9,31.763,31.189
0.882,977.32,0.69,-231.353,1.299,1623.683,0.757,-393.433,3.044,2.934,76.378,0.89,0.619,-0.074,0.266,0.831,0.229,9.827,8.186,4.978,1.916,3.464,2.175,37.506,4.083,6.274,1.178,1.353,1.502,1.6,1.624,1.677,1.706,1.715,1.723,1.75,1.856,2.135,2.77,3.558,3.988,4.182,4.079,3.631,3.18,2.944,2.847,2.674,2.481,2.419,2.324,2.15,2.012,1.899,1.964,2.461,4.409,8.14,13.705,21.195,28.459,33.299,35.53,36.572,37.034,37.287,37.612,37.743,37.749,37.858,38.032,37.872,38.113,38.145,37.921,37.82,37.308
0.877,708.927,0.739,-187.967,1.396,1243.183,0.848,-349.633,2.821,2.726,83.403,0.889,0.757,-0.079,0.261,0.814,0.272,8.76,7.084,4.032,2.52,5.209,2.979,50.837,6.289,10.103,1.604,1.805,1.937,2.047,2.063,2.128,2.166,2.184,2.204,2.247,2.401,2.865,3.966,5.353,6.123,6.468,6.276,5.514,4.724,4.304,4.152,3.846,3.504,3.396,3.235,2.935,2.702,2.508,2.618,3.456,6.902,13.303,22.127,32.347,41.151,46.5,47.997,50.211,50.565,50.909,51.015,50.893,50.669,51.139,51.687,51.712,51.937,51.72,51.653,51.464,48.991
0.834,672.947,0.741,-196.78,1.36,1128.35,0.848,-301.817,2.783,2.691,81.998,0.867,0.689,-0.174,0.169,0.753,0.329,6.113,4.738,3.703,2.944,6.389,3.228,45.443,7.92,9.662,1.832,1.965,2.053,2.15,2.113,2.136,2.153,2.197,2.631,2.862,3.122,3.638,4.812,6.711,7.766,8.253,7.74,6.56,5.662,5.069,4.924,4.567,4.263,4.12,3.884,3.247,2.789,2.511,2.572,3.478,6.786,12.538,20.588,29.325,36.21,40.317,43.496,43.171,43.881,44.294,44.573,45.044,45.291,45.556,45.631,45.846,46.113,46.585,46.856,46.803,48.506
0.837,944.436,0.802,-217.993,1.297,1524.817,0.842,-379.75,2.69,2.604,79.58,0.865,0.632,-0.181,0.162,0.782,0.257,7.183,5.935,3.164,2.262,4.89,2.887,40.013,5.77,9.61,1.369,1.527,1.654,1.747,1.783,1.854,1.907,1.932,1.964,2.015,2.184,2.631,3.611,4.816,5.536,5.927,5.847,5.227,4.601,4.294,4.148,3.845,3.5,3.401,3.225,2.888,2.601,2.333,2.402,3.362,6.793,12.427,19.559,27.364,33.418,36.762,38.012,38.859,39.339,39.603,39.936,40.228,40.246,40.396,40.503,41.011,40.838,40.599,40.283,40.486,39.853
1.111,822.821,0.793,-189.757,1.578,1339.533,0.832,-325.533,2.63,2.482,78.503,0.851,0.645,-0.232,0.109,0.772,0.232,6.764,5.611,2.872,2.641,5.43,3.384,42.159,6.377,10.889,1.698,1.86,1.99,2.091,2.096,2.153,2.177,2.194,2.204,2.294,2.56,3.188,4.353,5.581,6.24,6.566,6.326,5.593,4.98,4.697,4.536,4.211,3.949,3.904,3.711,3.365,3.025,2.725,2.858,4.1,7.96,13.819,21.311,29.141,35.201,38.708,40.25,40.893,41.262,41.543,41.796,41.922,42.202,42.406,42.68,42.944,43.103,43.03,43.174,42.842,42.332
0.384,785.569,0.678,-120.162,0.574,1349.717,0.793,-183.567,2.421,1.957,62.382,0.736,0.551,-0.505,-0.206,0.671,0.129,4.076,3.58,1.744,3.308,7.926,6.113,40.231,8.785,14.66,1.768,2.0,2.18,2.329,2.399,2.502,2.606,2.689,2.752,2.883,3.283,4.103,5.645,7.337,8.341,8.953,9.061,8.684,7.995,7.669,7.648,7.45,6.988,6.89,6.659,6.2,5.68,5.154,5.244,6.966,11.738,17.583,24.161,30.641,34.599,36.739,37.919,38.321,38.948,39.343,39.856,40.175,40.235,40.589,41.015,41.111,41.151,41.199,41.47,41.362,40.767
0.259,440.369,0.677,-72.715,0.415,709.217,0.727,-107.067,2.337,1.747,59.542,0.689,0.54,-0.573,-0.297,0.641,0.086,3.566,3.183,1.418,3.963,9.39,7.904,42.88,10.25,17.731,2.081,2.353,2.58,2.742,2.846,2.991,3.122,3.255,3.353,3.522,3.949,4.898,6.613,8.537,9.716,10.415,10.62,10.183,9.608,9.403,9.419,9.18,8.76,8.724,8.519,7.893,7.378,6.813,6.914,9.085,14.626,20.836,28.059,33.741,36.459,38.326,39.649,39.93,40.623,41.316,41.92,42.395,42.835,43.23,43.614,44.134,44.41,44.635,44.939,44.652,44.92
0.165,661.069,0.544,-70.969,0.218,973.6,0.525,-96.083,2.128,1.223,37.089,0.601,0.422,-0.666,-0.427,0.588,0.02,2.86,2.659,0.995,4.301,9.096,8.743,35.108,9.594,17.602,2.351,2.615,2.826,3.014,3.144,3.323,3.5,3.646,3.778,3.951,4.363,5.183,6.665,8.178,9.089,9.707,9.986,9.819,9.517,9.424,9.48,9.353,9.147,9.259,9.183,8.633,8.218,7.741,7.947,10.219,15.229,19.976,24.261,27.39,29.363,30.633,31.265,31.987,32.614,33.289,33.919,34.416,34.823,35.367,35.882,36.257,36.75,37.194,37.361,37.802,37.691
0.633,841.238,0.473,-160.156,1.1,1553.15,0.468,-275.2,1.119,1.119,24.291,0.588,0.38,-0.677,-0.443,0.588,0.0,2.856,2.626,1.577,5.305,7.979,7.973,30.767,8.486,11.937,3.449,3.676,3.93,4.143,4.333,4.519,4.708,4.849,5.041,5.2,5.469,5.927,6.723,7.665,8.246,8.573,8.638,8.308,7.951,7.838,7.869,7.81,7.735,7.819,7.867,7.834,7.799,7.804,8.018,8.672,10.487,13.387,17.164,21.492,24.828,27.076,28.207,29.02,29.491,29.796,30.201,30.254,30.464,30.893,31.283,31.597,31.754,31.983,32.197,32.037,32.335
0.698,952.2,0.462,-137.271,1.074,1662.667,0.426,-233.967,1.471,1.471,33.912,0.552,0.377,-0.705,-0.486,0.581,-0.044,2.778,2.628,1.496,5.981,8.759,9.565,33.094,9.123,13.261,3.856,4.088,4.378,4.619,4.829,5.081,5.296,5.489,5.714,5.947,6.234,6.68,7.404,8.276,8.838,9.211,9.319,9.095,8.86,8.865,8.966,8.982,9.014,9.151,9.305,9.371,9.438,9.508,9.755,10.43,11.992,14.531,18.065,22.391,26.153,28.638,30.147,30.825,31.349,31.842,32.183,32.656,32.916,33.254,33.735,34.075,34.295,34.58,34.769,34.844,34.945
0.948,967.518,0.585,-146.676,1.513,1734.117,0.554,-268.467,2.37,2.368,43.996,0.69,0.483,-0.571,-0.294,0.673,0.032,4.123,3.706,2.419,4.421,6.99,6.556,35.805,7.609,10.473,2.791,2.986,3.216,3.411,3.568,3.736,3.879,4.013,4.169,4.311,4.544,4.967,5.751,6.746,7.379,7.73,7.717,7.292,6.887,6.708,6.698,6.595,6.472,6.493,6.537,6.454,6.385,6.354,6.547,7.125,8.9,12.045,16.514,22.443,27.471,30.756,32.904,33.923,34.365,34.736,35.214,35.415,35.73,35.957,36.271,37.037,37.125,37.417,37.434,37.07,36.473
1.157,996.425,0.611,-163.419,1.601,1686.9,0.57,-275.45,3.044,3.041,66.149,0.814,0.609,-0.345,-0.013,0.767,0.125,6.581,5.713,4.13,3.254,5.41,4.21,41.012,6.11,7.994,2.227,2.387,2.576,2.673,2.722,2.801,2.876,2.916,2.986,3.071,3.259,3.662,4.459,5.394,5.951,6.232,6.146,5.668,5.134,4.895,4.811,4.618,4.405,4.381,4.326,4.177,4.037,3.933,4.044,4.572,6.327,9.662,14.907,21.986,29.151,34.171,37.594,38.931,39.227,39.808,40.349,40.8,41.03,41.385,41.486,41.999,42.317,42.299,42.414,42.794,42.748
1.424,909.431,0.752,-226.681,2.279,1564.85,0.732,-412.317,3.943,3.938,67.279,0.86,0.711,-0.203,0.139,0.801,0.187,8.062,6.761,5.182,2.998,5.331,3.649,48.307,6.224,7.814,2.009,2.128,2.323,2.428,2.484,2.55,2.62,2.643,2.691,2.773,2.965,3.409,4.337,5.475,6.095,6.359,6.219,5.549,4.899,4.581,4.461,4.226,3.962,3.902,3.808,3.624,3.437,3.307,3.434,4.033,5.942,9.687,15.856,24.746,33.728,40.101,43.947,45.803,46.763,47.247,47.927,47.925,48.082,48.35,48.781,49.484,49.9,50.088,50.574,50.07,49.66
1.254,969.353,0.786,-215.465,2.086,1727.583,0.774,-387.883,4.447,4.436,80.757,0.893,0.702,-0.062,0.277,0.829,0.247,9.671,7.914,6.431,2.264,4.213,2.545,44.956,5.043,6.05,1.455,1.562,1.719,1.805,1.858,1.917,1.961,1.978,2.017,2.075,2.224,2.59,3.349,4.358,4.93,5.185,5.015,4.395,3.796,3.501,3.385,3.163,2.907,2.828,2.733,2.543,2.364,2.232,2.316,2.796,4.443,7.656,13.094,21.197,30.065,36.894,41.358,42.694,43.605,44.206,44.68,44.983,45.534,45.523,45.908,46.228,46.464,46.256,46.301,45.55,45.053
1.486,1002.62,0.879,-260.467,2.323,1639.183,0.883,-438.0,5.007,4.983,82.143,0.897,0.828,-0.04,0.297,0.831,0.261,9.809,7.933,6.461,2.808,5.357,3.136,57.904,6.482,7.761,1.863,1.972,2.152,2.275,2.318,2.376,2.437,2.446,2.49,2.552,2.735,3.2,4.226,5.586,6.343,6.657,6.445,5.578,4.784,4.368,4.225,3.934,3.595,3.52,3.387,3.146,2.889,2.715,2.828,3.468,5.613,9.909,16.82,27.69,39.064,47.465,53.323,55.257,56.03,57.271,58.283,58.712,58.686,58.534,59.119,59.268,59.644,59.645,60.266,58.813,55.714
1.674,968.453,0.887,-274.38,2.661,1503.55,0.886,-436.3,5.427,5.394,84.893,0.906,0.729,0.008,0.341,0.84,0.277,10.511,8.498,7.094,2.162,4.058,2.298,46.719,4.919,5.772,1.495,1.563,1.708,1.77,1.81,1.859,1.898,1.901,1.916,1.958,2.09,2.44,3.231,4.255,4.817,5.055,4.885,4.23,3.606,3.28,3.168,2.935,2.692,2.604,2.506,2.315,2.123,1.97,2.046,2.524,4.142,7.402,12.844,21.298,30.707,38.407,43.965,45.589,46.598,47.337,47.804,47.954,47.619,47.851,48.015,47.689,48.128,47.359,46.712,45.649,42.519
1.348,650.593,0.912,-165.313,1.754,811.133,0.912,-217.05,5.545,5.5,85.559,0.915,0.734,0.057,0.383,0.854,0.279,11.659,9.453,8.042,1.939,3.677,2.074,46.543,4.453,5.148,1.182,1.283,1.423,1.517,1.579,1.642,1.687,1.701,1.727,1.77,1.886,2.199,2.903,3.833,4.359,4.578,4.42,3.845,3.283,2.991,2.875,2.676,2.439,2.353,2.264,2.085,1.919,1.784,1.84,2.276,3.713,6.582,11.667,19.843,29.227,37.149,42.947,44.573,45.41,46.152,46.831,47.139,47.653,47.605,47.457,47.676,47.595,47.456,47.085,46.965,45.598
1.626,986.133,0.93,-281.133,2.526,1612.633,0.93,-448.667,5.524,5.469,87.276,0.913,0.825,0.045,0.373,0.854,0.265,11.702,9.566,7.644,2.279,4.417,2.565,56.1,5.31,6.49,1.411,1.52,1.684,1.793,1.847,1.92,1.969,1.994,2.017,2.063,2.214,2.609,3.444,4.542,5.169,5.457,5.303,4.646,3.992,3.661,3.536,3.292,2.999,2.913,2.809,2.592,2.363,2.182,2.261,2.831,4.733,8.248,14.157,23.728,34.954,44.422,51.185,53.043,54.153,55.137,56.031,56.452,57.04,57.033,57.357,57.498,57.626,57.758,57.804,57.368,56.017
1.622,965.26,0.934,-270.093,2.67,1630.983,0.934,-456.5,5.495,5.427,85.425,0.901,0.791,-0.023,0.313,0.848,0.221,11.189,9.336,7.324,2.417,4.391,2.8,53.52,5.178,6.43,1.375,1.507,1.696,1.822,1.921,2.017,2.09,2.13,2.169,2.231,2.389,2.778,3.534,4.507,5.055,5.307,5.172,4.568,4.004,3.73,3.642,3.445,3.202,3.146,3.039,2.833,2.618,2.438,2.482,3.044,4.809,8.05,13.592,22.478,33.057,41.967,48.335,50.575,51.74,52.753,53.624,53.902,54.278,54.551,54.623,55.076,55.364,54.971,55.15,54.435,53.425
1.403,746.633,0.935,-193.733,2.329,1249.417,0.935,-332.617,5.382,5.289,83.848,0.894,0.75,-0.058,0.281,0.843,0.205,10.756,9.012,6.906,2.327,4.232,2.792,49.746,4.969,6.292,1.305,1.442,1.616,1.746,1.838,1.929,2.011,2.042,2.086,2.15,2.305,2.674,3.42,4.341,4.855,5.084,4.968,4.419,3.884,3.597,3.516,3.34,3.123,3.061,2.987,2.795,2.628,2.465,2.533,3.074,4.739,7.845,12.975,21.175,30.964,39.41,44.883,47.323,48.477,49.268,50.196,50.366,50.224,50.79,50.884,51.361,51.478,51.665,51.297,50.159,47.822
1.577,872.647,0.943,-206.28,2.563,1481.25,0.942,-376.733,5.268,5.151,84.48,0.886,0.756,-0.095,0.246,0.832,0.205,9.908,8.314,6.401,2.537,4.67,3.081,50.939,5.469,6.883,1.482,1.611,1.785,1.909,2.013,2.105,2.187,2.232,2.287,2.353,2.521,2.91,3.703,4.723,5.324,5.607,5.477,4.902,4.321,4.031,3.939,3.725,3.475,3.399,3.308,3.1,2.885,2.713,2.79,3.375,5.198,8.568,14.126,22.724,32.346,40.463,46.156,48.088,49.263,50.345,51.006,51.21,51.735,51.915,52.1,52.357,52.654,52.35,52.14,52.185,50.588
1.676,903.38,0.942,-259.973,2.804,1567.05,0.942,-467.367,5.183,5.047,84.33,0.881,0.661,-0.115,0.227,0.828,0.198,9.62,8.12,6.12,2.133,3.935,2.635,41.795,4.583,5.87,1.245,1.36,1.507,1.614,1.692,1.771,1.835,1.872,1.92,1.974,2.118,2.454,3.12,3.954,4.448,4.698,4.602,4.14,3.67,3.439,3.348,3.179,2.962,2.916,2.833,2.659,2.472,2.305,2.371,2.891,4.456,7.284,11.887,18.883,26.896,33.285,37.959,39.326,40.294,41.061,41.588,41.951,42.303,42.46,42.654,43.251,43.179,43.357,43.277,42.64,41.624
1.439,917.993,0.941,-272.567,2.38,1537.367,0.941,-477.65,5.219,4.898,85.275,0.875,0.611,-0.145,0.198,0.818,0.199,8.984,7.585,5.842,2.065,3.771,2.52,37.655,4.386,5.504,1.21,1.301,1.452,1.548,1.627,1.71,1.776,1.812,1.86,1.916,2.059,2.377,3.008,3.807,4.269,4.488,4.401,3.959,3.515,3.287,3.21,3.032,2.83,2.78,2.701,2.539,2.368,2.214,2.277,2.762,4.194,6.814,11.026,17.522,24.823,30.793,34.651,36.355,37.181,37.923,38.243,38.422,38.526,38.609,38.915,38.857,38.753,38.186,37.975,36.9,35.326
1.092,762.8,0.975,-226.447,1.881,1297.317,0.955,-420.083,5.244,4.791,81.512,0.886,0.675,-0.095,0.246,0.837,0.189,10.276,8.718,6.661,2.117,3.8,2.591,42.855,4.41,5.594,1.239,1.333,1.481,1.584,1.668,1.753,1.822,1.857,1.905,1.964,2.113,2.445,3.076,3.855,4.303,4.515,4.411,3.972,3.528,3.312,3.232,3.077,2.883,2.831,2.764,2.595,2.438,2.299,2.366,2.844,4.276,6.912,11.366,18.446,26.687,33.448,38.293,39.76,40.763,41.713,42.281,42.906,43.022,43.478,43.762,44.59,44.538,44.6,44.932,44.551,43.639
1.278,778.873,0.931,-225.973,2.267,1437.75,0.93,-451.55,5.274,4.663,75.753,0.87,0.632,-0.162,0.181,0.823,0.168,9.275,7.999,5.936,2.182,3.871,2.757,39.776,4.42,5.734,1.269,1.36,1.516,1.618,1.71,1.797,1.866,1.904,1.975,2.032,2.189,2.531,3.159,3.906,4.309,4.513,4.438,4.036,3.646,3.45,3.384,3.228,3.04,3.005,2.932,2.77,2.596,2.447,2.523,3.026,4.457,7.011,11.184,17.816,25.118,31.139,35.238,37.08,37.999,38.685,39.125,39.63,40.01,40.236,40.805,41.234,41.418,41.664,42.086,41.076,40.354
1.074,688.267,0.929,-191.0,1.834,1275.6,0.928,-337.917,5.181,4.501,79.508,0.855,0.704,-0.22,0.123,0.81,0.147,8.525,7.38,5.426,2.829,5.035,3.747,47.957,5.723,7.463,1.57,1.71,1.897,2.038,2.166,2.292,2.4,2.468,2.542,2.653,2.871,3.316,4.091,5.035,5.565,5.838,5.765,5.27,4.771,4.518,4.461,4.297,4.076,4.026,3.945,3.744,3.559,3.389,3.483,4.085,5.892,9.034,13.97,21.79,30.921,38.145,42.763,45.088,46.152,47.004,47.826,47.961,47.576,48.256,49.015,49.839,50.247,50.4,50.645,49.157,47.433
1.11,907.971,0.928,-204.071,1.738,1462.917,0.924,-342.467,4.948,4.095,77.026,0.859,0.602,-0.207,0.136,0.808,0.165,8.426,7.256,5.329,2.17,3.996,2.867,37.67,4.562,5.952,1.217,1.312,1.459,1.579,1.676,1.778,1.853,1.905,1.96,2.032,2.188,2.515,3.132,3.912,4.398,4.659,4.631,4.234,3.836,3.618,3.548,3.394,3.196,3.156,3.073,2.892,2.714,2.537,2.586,3.109,4.652,7.252,11.264,17.392,24.416,29.997,33.883,35.014,36.024,36.664,37.264,37.674,38.147,38.389,38.84,38.774,39.182,39.291,39.324,38.81,37.767
0.755,915.408,0.919,-230.331,1.154,1397.433,0.92,-348.167,4.482,3.284,74.345,0.802,0.518,-0.376,-0.048,0.755,0.118,6.168,5.393,3.473,2.445,4.604,3.635,33.001,5.162,7.378,1.335,1.459,1.625,1.766,1.874,1.995,2.089,2.152,2.208,2.289,2.461,2.837,3.532,4.385,4.942,5.268,5.275,4.898,4.491,4.34,4.303,4.155,3.964,3.946,3.874,3.664,3.45,3.239,3.282,3.986,5.928,8.828,13.007,18.342,24.012,28.1,30.124,31.362,31.845,32.158,32.557,32.917,33.319,33.394,33.628,33.815,34.237,34.17,34.13,34.184,33.181
